,Unnamed: 0,power,base,Should Run,QPDS
0,0,2,2,False,0.0
0,0,2,3,False,0.0
0,0,2,4,False,0.0
0,0,2,5,False,0.0
0,0,2,6,False,0.0
0,0,2,7,False,0.0
0,0,2,8,False,0.0
0,0,2,9,False,0.0
0,0,2,10,False,0.0
0,0,2,11,False,0.0
0,0,2,12,False,0.0
0,0,2,13,False,0.0
0,0,2,14,False,0.0
0,0,2,15,False,0.0
0,0,2,16,False,0.0
0,0,2,17,False,0.0
0,0,2,18,False,0.0
0,0,2,19,False,0.0
0,0,2,20,False,0.0
0,0,2,21,False,0.0
0,0,2,22,False,0.0
0,0,2,23,False,0.0
0,0,2,24,False,0.0
0,0,2,25,False,0.0
0,0,3,2,False,0.0
0,0,3,3,False,0.0
0,0,3,4,False,0.0
0,0,3,5,False,0.0
0,0,3,6,False,0.0
0,0,3,7,False,0.0
0,0,3,8,False,0.0
0,0,3,9,False,0.0
0,0,3,10,False,0.0
0,0,3,11,False,0.0
0,0,3,12,False,0.0
0,0,3,13,False,0.0
0,0,3,14,True,99.38499916984529
0,0,3,15,False,0.0
0,0,3,16,False,0.0
0,0,3,17,False,0.0
0,0,3,18,False,0.0
0,0,3,19,False,0.0
0,0,3,20,False,0.0
0,0,3,21,False,0.0
0,0,3,22,False,0.0
0,0,3,23,False,0.0
0,0,3,24,False,0.0
0,0,3,25,False,0.0
